Id,PostTypeId,ParentId,Body,AnswerCount
"39187275","1","","<p>Since I'm a Python beginner, I'm trying to study some codes from some websites. I found in GitHub an algorithm which does a <a href=""https://en.wikipedia.org/wiki/Brute-force_search"" rel=""nofollow"">Bruteforce search</a> for arithmetic expressions. The code is:</p>

<pre><code>#!python
import operator
import itertools
from fractions import Fraction

operations = dict()
operations['+'] = operator.add
operations['-'] = operator.sub
operations['/'] = operator.truediv
operations['*'] = operator.mul

def solve(target, numbers):
    """"""List ways to make target from numbers.""""""
    numbers = [Fraction(x) for x in numbers]
    return solve_inner(target, numbers)

def solve_inner(target, numbers):
    if len(numbers) == 1:
        if numbers[0] == target:
            yield str(target)
        return

    # combine a pair of numbers with an operation, then recurse
    for a,b in itertools.permutations(numbers, 2):
        for symbol, operation in operations.items():
            try:
                product = operation(a,b)
            except ZeroDivisionError:
                continue

            subnumbers = list(numbers)
            subnumbers.remove(a)
            subnumbers.remove(b)
            subnumbers.append(product)

            for solution in solve_inner(target, subnumbers):
                # expand product (but only once)
                yield solution.replace(str(product), ""({0}{1}{2})"".format(a, symbol, b), 1)

if __name__ == ""__main__"":
    numbers = [1, 5, 6, 7]
    target = 5
    solutions = solve(target, numbers)
    for solution in solutions:
        print(""{0}={1}"".format(target, solution))
</code></pre>

<p>it simply ends trying any arithmetic expression using my <code>numbers</code>, then prints the ones which get the <code>target</code> as result (the result I have).</p>

<p>I'm wondering, how can I make it print any solution the script tried when the expression doesn't have as result the <code>target</code> I've set?</p>

<p>edit:</p>

<p>This is the code I tried:</p>

<pre><code>#!python
import operator
import itertools
from fractions import Fraction

operations = dict()
operations['+'] = operator.add
operations['-'] = operator.sub
operations['/'] = operator.truediv
operations['*'] = operator.mul

def solve(target, numbers):
    """"""List ways to make target from numbers.""""""
    numbers = [Fraction(x) for x in numbers]
    return solve_inner(target, numbers)

def solve_inner(target, numbers):
    if len(numbers) == 1:
        num = numbers[0]
        yield str(num), num == target
        return

    # combine a pair of numbers with an operation, then recurse
    for a,b in itertools.permutations(numbers, 2):
        for symbol, operation in operations.items():
            try:
                product = operation(a,b)
            except ZeroDivisionError:
                continue

            subnumbers = list(numbers)
            subnumbers.remove(a)
            subnumbers.remove(b)
            subnumbers.append(product)

            for solution, truth in solve_inner(target, subnumbers):
                yield solution.replace(str(product),
                    ""{0}=({1}{2}{3})"".format(product, a, symbol, b), 1), truth


if __name__ == ""__main__"":
    numbers = [1, 5, 6, 7]
    target = 5
    solutions = solve(target, numbers)
    for solution, truth in solutions:
        print(""{0}? {1}"".format(solution,
              'True' if truth else ''))
</code></pre>

<p>I get the actual product as result, but I get results for small operations in expressions:</p>

<pre><code>42=(7*6)/5=(42/5)=(1*42/5)
</code></pre>

<p>While I'm actually trying to get only 42 at the start of the string.</p>
","1"
"7802789","1","","<p>I need a str object created out of the text displayed in help(some_object).
simply typecasting to str doesn't work.</p>

<pre><code>&gt;&gt;&gt; s = str(help(object))
&gt;&gt;&gt; print s
None
</code></pre>

<p>Whats the correct way to do this ?</p>
","2"
"39187408","1","","<p>views.py</p>

<pre><code>from rest_framework import viewsets
from rest_framework.response import Response
from rest_framework import generics
from ticker.serializers import PriceSerializer
from ticker.models import Price
import datetime
from nexchange.settings import DEFAULT_HOUR_RANGE


class LastPricesViewSet(viewsets.ViewSet):
    def list(self, request):
        queryset = Price.objects.filter().order_by('-id')[:2]
        serializer = PriceSerializer(queryset, many=True)
        return Response(serializer.data)


class PriceHistoryViewSet(generics.ListAPIView):
    serializer_class = PriceSerializer

    def get_queryset(self, request):
        hours = self.request.query_params.get('hours', DEFAULT_HOUR_RANGE)
        relevant = datetime.datetime.now() - datetime.timedelta(seconds=hours * 3600)
        queryset = Price.objects.filter(created_on__gte=relevant).order_by('id')
        return queryset
</code></pre>

<p>urls.py:</p>

<pre><code>from rest_framework.routers import SimpleRouter
from ticker.views import LastPricesViewSet, PriceHistoryViewSet

router = SimpleRouter()
router.register(r'price/latest', LastPricesViewSet, base_name='latest')
router.register(r'price/history', PriceHistoryViewSet, base_name='history')
api_patterns = router.urls
</code></pre>

<p>The following error is raised during <code>runserver</code> (without basename kwarg):
<code>AssertionError:</code>base_name<code>argument not specified, and could not automatically determine the name from the viewset, as it does not have a</code>.queryset<code>attribute.</code></p>

<p>However, when I add the wished <code>basename</code>, the error changes to:
<code>TypeError: as_view() takes 1 positional argument but 2 were given</code></p>

<p>I suspect that it might be related to combining a ViewSet and a ListAPIView in one router.</p>
","1"
"15681153","1","","<p>I am using IPython notebook and I want to edit programs in an external editor.
How do I get the <code>%edit file_name.py</code> to open an editor such as Notepad++.</p>
","2"
"7802589","1","","<p>I am able to fire up <a href=""http://aws.amazon.com/"" rel=""nofollow"">AWS</a> Ubuntu EC2 instance with <a href=""http://code.google.com/p/boto/"" rel=""nofollow"">boto</a>. Have anyone tried to upload the script to the remote Ubuntu EC2 (More than 1) and execute the script via SSH locally?</p>

<p>The main objective is to automate the whole process using a Python script written on localhost. Is there an alternative way or Amazon api tools to made this possible?</p>
","3"
"7803082","1","","<p>i am calling mencoder from a python script to generate a movie from various .png files:</p>

<pre><code>import sys, os
command =   ''.join([
            'mplayer\mencoder.exe ',
            'mf://frames/out_*.png ',
            '-mf type=png:w=800:h=600:fps=10 -ovc lavc -lavcopts vcodec=mpeg4:mbd=2:trell -oac copy -o out.avi '
            ])
print ""executing"", command
os.system(command)
</code></pre>

<p>mencoder gives me a 4KB out.avi and this output:</p>

<pre>
    C:\Windows\system32\cmd.exe /c python make_video.py
    executing mplayer\mencoder.exe mf://frames/out_*.png -mf type=png:w=800:h=600:fps=10 -ovc lavc -lavcopts vcodec=mpeg4:mbd=2:trell -oac copy -o out.avi
    MEncoder Sherpya-SVN-r34118-4.2.5 (C) 2000-2011 MPlayer Team
    success: format: 16  data: 0x0 - 0x0
    MF file format detected.
    [mf] search expr: frames/out_*.png
    [mf] number of files: 129 (516)
    VIDEO:  [MPNG]  800x600  24bpp  10.000 fps    0.0 kbps ( 0.0 kbyte/s)
    [V] filefmt:16  fourcc:0x474E504D  size:800x600  fps:10.000  ftime:=0.1000
    Opening video filter: [expand osd=1]
    Expand: -1 x -1, -1 ; -1, osd: 1, aspect: 0.000000, round: 1
    ==========================================================================
    Opening video decoder: [ffmpeg] FFmpeg's libavcodec codec family
    Selected video codec: [ffpng] vfm: ffmpeg (FFmpeg PNG)
    ==========================================================================

    Flushing video frames.
    Filters have not been configured! Empty file?
    Writing index...
    Writing header...
    ODML: Aspect information not (yet?) available or unspecified, not writing vprp header.

    Video stream:      nan kbit/s  (-2147483648 B/s)  size: 0 bytes  0.000 secs  0 frames
</pre>

<p>Please help.</p>
","1"
"7802882","1","","<p>How to get wxPython installed and working in Win7?</p>

<p>I entered lots of details, but there was not enough indenting, then---</p>

<p>Oops! Your question couldn't be submitted because:</p>

<p>Please add some context to explain the code sections (or check that you have not incorrectly formatted all of your question as code).</p>

<p>So, extremely generically, how do I get wxPython working without giving you the file I installed or the code that I tried to run?</p>
","1"
"39187532","1","","<p>I'm trying to access an asp page to get data from a website but it always redirects my to its main page. I've tried setting allow_redirect to false but that throws an error, saying ""the object has moved and can be found at href=main.htm"". The website requires basic auth.</p>

<p>-The url I want the data from is:</p>

<pre><code>example.com.au/blah/webpage.asp
</code></pre>

<p>However, whenever I run the requests.get command, it redirects to example.com.au/blah/main.htm.</p>

<p>my code:</p>

<pre><code>url = ""https://example.com.au/blah/webpage.asp""

s = requests.Session()

s.get(url, headers = {""Authorization"" : auth})


r = requests.get(url, cookies = s.cookies, headers = {""Authorization"" : auth})

print(r.url)
</code></pre>

<p>output:</p>

<pre><code>example.com.au/blah/main.htm
</code></pre>
","1"
"39187535","1","","<p>I am trying to get the user input and based off of user input, it runs the gameloop function. However, when the user presses the right key, it does not run the function or at least I do not think so. No errors are thrown. I am confused on why it will not work right now. I am running python 3.4.3. Also, I noticed that before the user input, I can't move the pygame window until after the user input. That tells me the function is working though. However, when I change the background of the gameloop function to blue, it does nothing either. So that tells me it is not working. I have no idea what is going on. Here is my code. Thanks in advance.</p>

<pre><code>import pygame
import math
import color
import sys
import random
import cx_Freeze
import time
import glob
pygame.init()
white=color.white
black=color.black
blue=color.blue
screen_width=800
screen_height=600
gamedisplay=pygame.display.set_mode((screen_width,screen_height))
pygame.display.set_caption('Bingo Tracker')
clock=pygame.time.Clock()
FPS=60
smallfont=pygame.font.SysFont(""Arial"",int(screen_width/32))
mediumfont=pygame.font.SysFont(""Arial"",int(screen_width/16))
largefont=pygame.font.SysFont(""Arial"",int(screen_width/10))
gamedisplay.fill(white)
pygame.display.update()
def intro_screen():
    start_message = mediumfont.render(str(""Welcome to Bingo Tracker!!!""), True,black)
    gamedisplay.blit(start_message,(screen_width/5.614035088,screen_height/40))
    instructions=pygame.image.load('bingotrackerinstructions.png')
    gamedisplay.blit(instructions,(0,screen_height/8.053691275))
    pygame.display.update()
intro_screen()
def gameloop():
    gamedisplay.fill(white)
    for event in pygame.event.get():
            if event.type==pygame.QUIT:
                pygame.quit()
                sys.exit()
                quit()
    pygame.display.update()
instructionread=input(""Press y to continue:"")
instructionread=instructionread.lower
if instructionread=='y':
    gameloop()
</code></pre>
","1"
"7802981","1","","<p>I'm pretty new to Pyramid, and I can't figure out how to use the autoload=true option in Pyramid. I used the pyramid_routesalchemy to create my project using paster.</p>

<p>The problem is that there is an init.py file which uses the initialize_sql (and this function defines Base.metadata.bind = engine). In one of my model classes I would like to use the autoload=true option (using the declarative base), but I always get the following error:</p>

<pre><code>sqlalchemy.exc.UnboundExecutionError: No engine is bound to this Table's MetaData. Pass an engine to the Table via autoload_with=&lt;someengine&gt;, or associate the MetaData with an engine via metadata.bind=&lt;someengine&gt;
</code></pre>

<p>Actually Base.metadata.bind = engine is defined inside the initialize_sql function and I do not realy know in which order the file are loaded, but I'm almost sure that that init.py is loaded before the model, and thus metadata was already binded to the engine...</p>

<p>Thus, my question: how can use autoload within my classes without changing the whole <strong>init</strong> and model structure ?</p>

<p>If anyone has a hint... Thanks in advance</p>
","2"
"7803235","1","","<p>I have been trying to find the location of a module but can't I have searched the python folder but still can't find it but I know it's there</p>

<pre><code>&gt;&gt;&gt; import math
&gt;&gt;&gt; math.__path__
Traceback (most recent call last):
  File ""&lt;pyshell#13&gt;"", line 1, in &lt;module&gt;
    math.__path__
AttributeError: 'module' object has no attribute '__path__'
&gt;&gt;&gt; math.__file__
Traceback (most recent call last):
  File ""&lt;pyshell#14&gt;"", line 1, in &lt;module&gt;
    math.__file__
AttributeError: 'module' object has no attribute '__file__'
</code></pre>
","1"
"39187123","1","","<p>I've made the decision to enter the world of mobile app development. I've gotten pretty familiar with Kivy in order to do this. I'm running into wall after wall trying to deploy anything I make.</p>

<p>First off, I am absolutely unable to create a working VM on my machine at home. I attempted to Enable virtualization in my machine's BIOS so I could use the 64-bit version of Ubuntu, and I can't find the option in the menus. The 32-bit option throws a fatal ""kernel panic"" error at installation.</p>

<p>I installed the new Bash on Ubuntu on Windows utility in an attempt to use that to run the Buildozer tool to package my .apk file. However, Buildozer cannot be run as root. I get a security issue when trying to access the app directory (which lives on my Windows host's home drive) as a non-root user. On top of that, I've tried to move the files into the lxss folder, where the Ubuntu files seem to live.</p>

<p>I'm running out of options entirely. My entire process is being stymied because of this one tool simply not cooperating. What can I do to get Buildozer to run properly knowing that I'm almost exclusively limited to a Windows machine?</p>

<p>Edit: The VM image at <a href=""https://kivy.org/#download"" rel=""nofollow"">https://kivy.org/#download</a> will not run for me either. It gets hung up while booting.</p>
","1"
"7803121","1","","<p>I'm using python2.6. Is it available in higher version of python?<br>
Else is there any other way I can maintain priority queues for list of objects of non-trivial classes?
What I need is something like this</p>

<pre><code>&gt;&gt;&gt; l = [ ['a', 3], ['b', 1] ]
&gt;&gt;&gt; def foo(x, y):
...   return x[1]-y[1]
&gt;&gt;&gt; heap = heapify(l, cmp=foo)
</code></pre>

<p>Any suggestions ?</p>
","4"
"7802893","1","","<p>If I have the following data type:</p>

<pre><code>[('a', 'digital-text'), ('b', 'bbbbbbb'), ('c', '1318913293'), ('d', '1-3')]
</code></pre>

<p>How to I remove item <code>b</code> so the output will look like:</p>

<pre><code>[('a', 'digital-text'), ('c', '1318913293'), ('d', '1-3')]
</code></pre>

<p>How do I also check if <code>b</code> exists before deleting it? I tried <code>if 'b' in xxxx</code> but this can't find it</p>

<p>I am new to Python</p>
","4"
"7803425","1","","<p>I have a little C program that's continuously acquiring a stream of data and sending it via UDP, and in real time, to a different computer. The basic framework for what I originally set out to do has  been laid. In addition, however, I'd like to visualize in real time the data that's being acquired. To that end, I was thinking of using Python and its various plotting libraries. My question is how difficult it would be to let Python have access to what is essentially a first in, first out circular buffer of my C program. For concreteness, let's assume there are 1024 samples in this buffer. Does the idea of ""letting Python have a continuous peek at dynamic C array"" even sound reasonable/possible? If not, what sort of plotting options are best suited to this problem?</p>

<p>Thanks.</p>
","2"
"15681266","1","","<p>I did a pretty fair bit of scouring, yet could not find anything useful which answers my questions. Either that or I am asking the wrong questions.</p>

<p>I am trying to make a web application which gives a user a graphical view of the server desktop. I have understood that somewhere in here X engine has to be invoked and I have also understood that this is not something that php can accomplish primarily because its a language which processes before sending requests, please correct me if I am wrong in this regard.</p>

<p>You may say that what I am trying to accomplish is something akin to what teamviewer does only on the web. My dilemma is whether I should be using python or java for this task, both would be pretty apt for the task, but which one would be better? </p>

<p>Please give your suggestions</p>
","1"
"15681028","1","","<p>I'm learning python and I found myself lost trying to create a an if statement that should be true if the user input y or yes.  </p>

<pre><code>#!/usr/bin/env python3

user_input = input('Would you like to go on?')
lowui = user_input.lower

if lowui == ('y' or 'yes'):
   print('You want to go on')
else
   print('See you later, bye')
</code></pre>

<p>The problem is that it becomes true only if I type y but not for yes. If I remove the parenthesis it becomes always false. Ok, I can do a workaround like</p>

<pre><code>if lowui == 'y' or lowui == 'yes':
</code></pre>

<p>but I was wondering if there is any trick that don't force me to write so many times tha variable.<br>
Thank you in advance.</p>
","1"
"7803284","1","","<p>I run this command:</p>

<pre><code>make-messages.py -l fa
</code></pre>

<p>but it has this error:
'make-messages.py' is not recognized as an internal or external command.</p>

<p>I run it in my project root,app roo and django root,but all of them cause this error
what should I do?</p>
","2"
"39187327","1","","<p>Currently getting this output</p>

<pre><code>[1, 1, 3, '\n']
[1, 1, 3, '\n', 7, 7, 7, '\n']
</code></pre>

<p>looking for this output</p>

<pre><code>[1, 1, 3]
[7, 7, 7]
</code></pre>

<p>Code:</p>

<pre><code>    import random
    my_list=[]
    n = 3
    m = 1
    while m &lt; 10:
    for i in range(n): # repeats the following line(s) of code n times
        my_list.append(random.randrange(0,9))
    my_list.append(""\n"")
    print(my_list)
    m = m+1
</code></pre>
","3"
"15681287","1","","<p>I've a fully functional python code who generates some hashes and uses cryptography.
It is an implementation of MS-CHAPV2 <code>GenerateNTResponse()</code> method so I use <code>SHA1</code>, <code>MD4</code> and <code>DES</code>.</p>

<p>Since I need to deal with almost 10000000 hashes, I was looking for a way to speed it up by using CUDA.</p>

<p>The pure python version takes something like 2 hours to generate about the 90% of all the hashes.</p>

<p>Now the problem is:
can I reuse the python code and adapt it to PyCuda?</p>

<p>I've not found any kind of information about it so, following some of the examples, I'm trying to do it in C using PyCuda's <code>SourceModule</code>.</p>

<p>But here comes another problem:</p>

<pre><code>kernel.cu(7): error: calling a host function(""SHA1_Init"") from a __device__/__ global__ function(""operator "") is not allowed
</code></pre>

<p>So, as far as I know, only functions declared with <code>__device__</code> can be used in <code>SourceModule</code>.</p>

<p>But how can I do it with <code>openssl/sha.h</code> functions?</p>

<p>Here's the simple testing code that I'm using to calculate SHA1 with PyCuda</p>

<pre><code>import pycuda.driver as drv
import pycuda.autoinit
from pycuda.compiler import SourceModule

from pycuda.elementwise import ElementwiseKernel
mod = SourceModule(
                   '''
                    #include &lt;openssl/sha.h&gt;
                   __global__ void _challengeHash(char* peer_challenge, char* server_challenge, char* username, char* hashResult){
                       // Object to hold the current state of the hash
                        SHA_CTX ctx;
                        SHA1_Init(&amp;ctx);
                        SHA1_Update(&amp;ctx, peer_challenge, 16);
                        SHA1_Update(&amp;ctx, server_challenge, 16);
                        SHA1_Update(&amp;ctx, username, strlen(username));
                        unsigned char hash[SHA_DIGEST_LENGTH];
                        SHA1_Final(hash, &amp;ctx);
                        memcpy(hash, hashResult, SHA_DIGEST_LENGTH);
                    }
                   ''', include_dirs=['/usr/include/'])
sha1 = mod.get_function(""_challengeHash"")
hash = """"
sha1(drv.In(""\x41\x13\xAB\xC5\x45\x31\x2E\x8F\x68\x11\x19\x3B\x0D\x18\x1B\xBD""), drv.In(""\x5A\x05\x70\x5D\xC2\x5C\xA1\x51\x23\xC8\xE4\x75\x0B\x80\xD0\xA9""), drv.In(""a""), drv.Out(hash))
print hash
</code></pre>
","1"
"15681054","1","","<pre><code>def key(): print 'key'
def val(): print 'val'

{key() : val()}
</code></pre>

<p>prints <code>val, key</code>, i.e. the value is evaluated first. Is this behaviour</p>

<ul>
<li>consistent across python versions and implementations?</li>
<li>documented anywhere? (<a href=""http://docs.python.org/2/reference/expressions.html#dictionary-displays"" rel=""noreferrer"">http://docs.python.org/2/reference/expressions.html#dictionary-displays</a> says nothing)</li>
</ul>
","2"
"39187360","1","","<p>I'm port a Python project over to C#.</p>

<p>So far I've run into this problem, is there any way I could port this to C#?</p>

<pre><code>verts = (-1,-1,-1),(1,-1,-1),(1,1,-1),(-1,1,-1),(-1,-1,1),(1,-1,1),(1,1,1),(-1,1,1)
edges = (0,1),(1,2),(2,3),(3,0),(4,5),(5,6),(6,7),(7,4),(0,4),(1,5),(2,6),(3,7)

for edge in edges:
    for x,y,z in (verts[edge[0]],verts[edge[1]]):
        [...]
</code></pre>

<p>I've tried this,</p>

<pre><code>verts.Add(new List&lt;string&gt; { ""-1,-1,-1"" });
verts.Add(new List&lt;string&gt; { ""1,-1,-1"" });
verts.Add(new List&lt;string&gt; { ""1,1,-1"" });
verts.Add(new List&lt;string&gt; { ""-1,1,-1"" });
verts.Add(new List&lt;string&gt; { ""-1,-1,1"" });
verts.Add(new List&lt;string&gt; { ""1,-1,1"" });
verts.Add(new List&lt;string&gt; { ""1,1,1"" });
verts.Add(new List&lt;string&gt; { ""-1,1,1"" });

edges.Add(new List&lt;string&gt; { ""0,1"" });
edges.Add(new List&lt;string&gt; { ""1,2"" });
edges.Add(new List&lt;string&gt; { ""2,3"" });
edges.Add(new List&lt;string&gt; { ""3,0"" });
edges.Add(new List&lt;string&gt; { ""4,5"" });
edges.Add(new List&lt;string&gt; { ""5,6"" });
edges.Add(new List&lt;string&gt; { ""6,7"" });
edges.Add(new List&lt;string&gt; { ""7,4"" });
edges.Add(new List&lt;string&gt; { ""0,4"" });
edges.Add(new List&lt;string&gt; { ""1,5"" });
edges.Add(new List&lt;string&gt; { ""2,6"" });
edges.Add(new List&lt;string&gt; { ""3,7"" });

foreach (List&lt;string&gt; vert in verts)
        {

            [...]
        }

        List&lt;string&gt; lines1 = new List&lt;string&gt;();
        List&lt;string&gt; lines2 = new List&lt;string&gt;();

        foreach (List&lt;string&gt; edge in edges)
        {
            int edge1 = int.Parse(edge[0].Split(',')[0]);
            int edge2 = int.Parse(edge[0].Split(',')[1]);

            int x;
            int y;
            int z;

            foreach (int vert in verts[edge1])
            {
                [...]
            }
        }
</code></pre>

<p>So now I am getting very confused, lot's of bugs, here any there.
I seems over complicated and impractical.</p>

<p>I hope someone can help me :)</p>

<p>If you need any more information, just leave a comment, If it's hard to read, again just leave a comment.</p>

<p>~Coolq</p>
","1"
"39187365","1","","<p>I have 2 existing tables in database and i haven't permission to alter them. Show as models below.</p>

<pre><code>class Prenames(models.Model):
    typ = models.DecimalField(max_digits=1, decimal_places=0, db_column='tprpretyp')
    code = models.DecimalField(max_digits=3, decimal_places=0, db_column='tprprecod')
    name = models.CharField(max_length=20, db_column='tprprenam')

class Profiles(models.Model):
    userid = models.CharField(max_length=6, db_column='rmsuserid')
    prename = models.CharField(max_length=4, db_column='rmsprenam', null=True)
    name = models.CharField(max_length=25, db_column='rmsname')
    surname = models.CharField(max_length=25, db_column='rmssurnam')
</code></pre>

<p>If sql i have to </p>

<pre><code>SELECT * FROM Profiles left join Prenames on tprpretyp = int(rmsprenam/1000) and tprprecod = mod(rmsprenam,1000) WHERE trim(rmsuserid) = ?
</code></pre>

<p>Things I've already try:</p>

<pre><code>from rest_framework import serializers
from .models import *

class PrenameSerializer(serializers.ModelSerializer):
    class Meta:
        model = Prenames
        fields = ('type', 'code', 'name')


class ProfileSerializer(serializers.ModelSerializer):
    prenames = PrenameSerializer(read_only=True)

    class Meta:
        model = Profile
        fields = ('userid', 'name', 'surname', 'prenames')
</code></pre>

<p>Things I've got:</p>

<pre><code>{
  ""userid"": ""560174"",
  ""name"": ""******"",
  ""surname"": ""******""
}
</code></pre>

<p>Things I expected:</p>

<pre><code>{
  ""userid"": ""560174"",
  ""name"": ""******"",
  ""surname"": ""******""
  ""prenames"":[
      {
          ""type:"":10,
          ""code"": 01,
          ""name"": ""Mr.""
      }
  ]
}
</code></pre>

<p>I'm using django-rest-framework 3.2.5 and django 1.6 how do i serialize them?</p>
","2"
"7803493","1","","<p>I was wondering how do Python modules work?
Say I want to make my Python program some custom modules to package with it, where would I put them in relation to the main .py file?(and how would I load them if not using the usual way)</p>
","1"
"7803496","1","","<p>This python script connects to <code>MySQL</code> database and <code>MssQL 2008 R2</code> database. MySQL database runs on Linux <code>Ubuntu 11.04</code>. <code>MssQL 2008</code> runs on <code>Windows</code>. The script runs from Linux (Ubuntu 11.04).</p>

<pre><code>            #!/usr/bin/python

            import pymssql as ms
            import MySQLdb as mdb
            import sys

            //Connection to MSSQL
            #Connection to MSSQL
            connMSSQL=ms.connect(host='192.168.8.52', user='sa', password='hostailpw321', database='hostail', as_dict=True)

            //Connection to MySQL
            #Connection to MySQL
            connMySQL=mdb.connect('localhost', 'root', 'trail123', 'trail');

            //Cursor to MSSQL
            #Cursor to MSSQL
            curMSSQL=connMSSQL.cursor()

            //Cursor to MySQL
            #Cursor to MySQL
            curMySQL=connMySQL.cursor(mdb.cursors.DictCursor)
            curMySQL.execute('SELECT * FROM clinics_mapping')

            //Get Data from MySQL 
            #Get Data from MySQL server
            for rowMySQL in curMySQL:
            #print (rowMySQL['Clinic_name'],rowMySQL['Clinic_code'])
            #curMSSQL.executemany(""INSERT INTO clinics values(%s,%s)"", [(rowMySQL['Clinic_name'],rowMySQL['Clinic_code'])]) 
                    names = rowMySQL['Clinic_name']
                    codes = rowMySQL['Clinic_code']
                    qryINS=""INSERT INTO clinics(name,code)values('%s','%s')"" %(str(names),str(codes))
                    curMSSQL.execute(qryINS)
            #print (rowMySQL['Clinic_name'],rowMySQL['Clinic_code'])
            #When I print qryINS I get a query that executes perfect in MSSQL 2008 R2 query editor      
                    print qryINS

            //Close MSSQL connection
            #Close MSSQL connection
            connMSSQL.close()

            //Close MySQL connection
            #Close MySQL connection
            connMySQL.close()
</code></pre>
","2"
"39187374","1","","<p>I'm on a Mac, and I installed <code>numpy</code> and <code>sklearn</code> in that order.  Now, I'm faced with these errors that have already been mentioned on SO several times:  </p>

<p><a href=""https://stackoverflow.com/questions/38197086/sklearn-numpy-dtype-has-the-wrong-size-try-recompiling-in-both-pycharm-and-te"">sklearn &quot;numpy.dtype has the wrong size, try recompiling&quot; in both pycharm and terminal</a></p>

<p><a href=""https://stackoverflow.com/questions/17709641/valueerror-numpy-dtype-has-the-wrong-size-try-recompiling/18369312#18369312"">ValueError: numpy.dtype has the wrong size, try recompiling</a></p>

<p><a href=""https://stackoverflow.com/questions/15274696/importerror-in-importing-from-sklearn-cannot-import-name-check-build"">ImportError in importing from sklearn: cannot import name check_build</a></p>

<p>So, I try to remediate this error by uninstalling <code>numpy</code>, and reinstalling a previous version.  </p>

<p>1) <code>sudo pip install --upgrade numpy</code>..gives permission error</p>

<p><code>...OSError: [Errno 1] Operation not permitted: '/tmp/pip-OVY0Vq-uninstall/System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy-1.8.0rc1-py2.7.egg-info'...</code></p>

<p>2)  I tried <code>brew uninstall numpy</code>, but <code>import numpy</code> still works even after a shell restart.</p>

<p>The only thing left I can think of is to manually delete all of the <code>numpy</code> files, which, on a Mac seeem to be found under 
<code>sudo rm -rf /System/Library/Frameworks/Python.framework/Versions/2.7/Extras/lib/python/numpy</code></p>

<p>....but even that gives me a permission error.  what gives?  </p>
","3"
"15681083","1","","<p>Hi im sure there is a much more efficient way of coding this, im primarily a java programmer but trying to help some one out with some basic python.</p>

<p>I need to have a 2D array which contains a set of random co-ordinates eg (2, 10).
My initial thought was to create the array then fill it will smaller arrays containing the two co-ordinates. </p>

<pre><code>import numpy
import random

a = numpy.zeros(10000).reshape(100, 100)
temp = []
for i in range(0,100):
    for j in range(0,100):
        temp.append(random.randint(0,100))
        temp.append(random.randint(0,100))
        a[i][j]=temp

print a
</code></pre>

<p>This produces the error ValueError: setting an array element with a sequence.</p>

<p>So whats the best way to go about solving this problem? Sorry for this hacked together code i've never really had to use python before!</p>
","3"
"39187382","1","","<p>I have a pretty simple Django app, that I am trying to run unit tests on. In my tests.py file I am trying to import the parent apps views file. I tried 'from . import views' but got an error:</p>

<pre><code>SystemError: Parent module '' not loaded, cannot perform relative import
</code></pre>

<p>I read that when a relative path does not work, you can try using an absolute path so I tried 'from menu import views' but than got another error:</p>

<pre><code>ImportError: No module named 'menu'
</code></pre>

<p>When I run a local server for the application it works just fine. Its only when I run 'coverage run 'coverage run menu/tests.py'. Since it is running fine, and the module is in my setting's installed apps, Im not entirely sure why this is happening.</p>

<p>menu/tests.py</p>

<pre><code>import unittest

from menu import views

class ModelTestCase(unittest.TestCase):
    def setUp(self):
        pass

    def test_menu(self):
        pass

if __name__ == '__main__':
    unittest.main()
</code></pre>

<p>settings.py</p>

<pre><code>INSTALLED_APPS = (
    'django.contrib.admin',
    'django.contrib.auth',
    'django.contrib.contenttypes',
    'django.contrib.sessions',
    'django.contrib.messages',
    'django.contrib.staticfiles',
    'menu',
    'django_nose'
)
</code></pre>

<p>Traceback</p>

<pre><code>timothybaney$ coverage run menu/tests.py
Traceback (most recent call last):
  File ""menu/tests.py"", line 3, in &lt;module&gt;
    from menu import views
ImportError: No module named 'menu'
</code></pre>
","1"
"39187797","1","","<p>I recently installed the anaconda package while following a tutorial on data science from the guys at dataquest.io and after my install when I type ""python"" on the terminal I start Python 3 instead of 2.7.</p>

<p>How do I get ""python"" to open up python 2.7 again?</p>

<p>When I type</p>

<pre><code>which python
</code></pre>

<p>and</p>

<pre><code>which python3
</code></pre>

<p>I get the same path :</p>

<p>/Users/me/anaconda/bin/</p>

<p><strong>Using Mac OS X El Capitan</strong> </p>
","3"
"7803520","1","","<p>I'm looking for a tool that will play nicely with Python. 
Except for my Python requirement, my question is the same as this <a href=""https://stackoverflow.com/questions/74879/any-tools-to-generate-an-xsd-schema-from-an-xml-instance-document"">one</a>: </p>

<blockquote>
  <p>""I am looking for a tool which will take an XML instance document and output a corresponding XSD schema.""</p>
</blockquote>
","3"
