ParentId,Id,PostTypeId,Text,Post length
7825991,7828399,2,"Sikuli might be a perfect for this. It is based on Jython, thus can be extended with Python or Java tools.
Sikuli is a visual technology to automate and test graphical user
  interfaces (GUI) using images (screenshots). Sikuli includes Sikuli
  Script, a visual scripting API for Jython, and Sikuli IDE, an
  integrated development environment for writing visual scripts with
  screenshots easily.
Edit
If the image is that well defined as in your example, that can be easily matched without much image processing. Here I used matplotlib (small image must be exact cropped version of large image).
Target image (65x173):
Image to be matched (29x29):
",127
7825991,7995971,2,"I take it the images are always the same so the 6 is at the same offset and covered by the same  tag. Clicking the image at this point will follow the URL defined in the  href attribute. So follow that link.
",45
7825991,7825991,1,"In a html5 page using image map, I would like to use python (or Perl, Ruby, C) to crawl it to find a particular image (those are separated by a transparency area) in another one and click it when this image is found. The image are the same all the times. What is the best way to achieve this ? 
Edit: for french readers, the trick is implemented, see http://www.sputnick-area.net/?p=572
",86
7828717,7828784,2,"one is defined inside the if __name__=='__main__' block.
Consequently, one will get defined only if test.py is run as a script (rather than imported). 
For the module new to access one from the test module, you'll need to pull one out of the if __name__ block:
test.py:
Then access one by the qualified name test.one:
new.py:
",68
7828717,7828789,2,"No, you can't. The closest you can get is to pass the thing you need in to the constructor:
",23
7828717,7828775,2,"If you want your New class to use the instance of Test you created, you have to pass it in as part of the constructor.
new.py
test.py
Playing around with globals is a great way to break your code without realizing how you did it. It is better to explicitly pass in the reference you want to use.
",62
7828717,7828717,1,"I have two files, one of the test.py is
and new.py
Now when i run python test.py I get this error,
But I want to use this instance of one in my New!!
Can I do this??
edit:
I want to access the variable in test.py in new.py to do some process and give them back to test.py. Isn't this possible?
",71
7828867,7828867,1,"
a & b should be considered equal, because they have exactly the same elements, only in different order.
The thing is, my actual lists will consist of objects (my class instances), not integers.
",41
7828867,41433671,2,"If the list contains items that are not hashable (such as a list of objects) you might be able to use the Counter Class and the id() function such as:
",35
7828867,40016570,2,"https://docs.python.org/3.5/library/unittest.html#unittest.TestCase.assertCountEqual
assertCountEqual(first, second, msg=None)
Test that sequence first contains the same elements as second, regardless of their order. When they donâ€™t, an error message listing the differences between the sequences will be generated.
Duplicate elements are not ignored when comparing first and second. It verifies whether each element has the same count in both sequences. Equivalent to: assertEqual(Counter(list(first)), Counter(list(second))) but works with sequences of unhashable objects as well.
New in version 3.2. 
or in 2.7:
https://docs.python.org/2.7/library/unittest.html#unittest.TestCase.assertItemsEqual
",114
7828867,34694504,2,"If the comparison is to be performed in a testing context, use assertCountEqual(a, b) (py>=3.2) and assertItemsEqual(a, b) (2.7<=py<3.2).
Works on sequences of unhashable objects too.
",47
7828867,28089750,2,"I hope the below piece of code might work in your case :- 
This will ensure that all the elements in both the lists a & b are same, regardless of whether they are in same order or not.
For better understanding, refer to my answer in this question
",53
7828867,7829554,2,"Let a,b lists
No need to make them hashable or sort them.
",15
7828867,7829388,2,"O(n):  The Counter() method is best (if your objects are hashable):
O(n log n):  The sorted() method is next best (if your objects are orderable):
O(n * n): If the objects are neither hashable, nor orderable, you can use equality:
",65
7828867,7829249,2,"If you know the items are always hashable, you can use a Counter() which is O(n)
If you know the items are always sortable, you can use sorted() which is O(n log n)
In the general case you can't rely on being able to sort, or has the elements, so you need a fallback like this, which is unfortunately O(n^2)
",79
7828867,7828964,2,"The best way to do this is by sorting the lists and comparing them. (Using Counter won't work with objects that aren't hashable.) This is straightforward for integers:
It gets a little trickier with arbitrary objects. If you care about object identity, i.e., whether the same objects are in both lists, you can use the id() function as the sort key.
(In Python 2.x you don't actually need the key= parameter, because you can compare any object to any object. The ordering is arbitrary but stable, so it works fine for this purpose; it doesn't matter what order the objects are in, only that the ordering is the same for both lists. In Python 3, though, comparing objects of different types is disallowed in many circumstances -- for example, you can't compare strings to integers -- so if you will have objects of various types, best to explicitly use the object's ID.)
If you want to compare the objects in the list by value, on the other hand, first you need to define what ""value"" means for the objects. Then you will need some way to provide that as a key (and for Python 3, as a consistent type). One potential way that would work for a lot of arbitrary objects is to sort by their repr(). Of course, this could waste a lot of extra time and memory building repr() strings for large lists and so on.
If the objects are all your own types, you can define __lt__() on them so that the object knows how to compare itself to others. Then you can just sort them and not worry about the key= parameter. Of course you could also define __hash__() and use Counter, which will be faster.
",346
7828867,7828896,2,"You can sort both:
A counting sort could also be more efficient (but it requires the object to be hashable).
",24
7828891,7833202,2,"2.1 GB of data should take between 21 (@ 100 MB/s) to 70 (@ 30 MB/s) seconds just to read. You're then formatting that into and writing data which is perhaps five times as large. This means a total of 13 GB to read and write requiring 130-420 seconds.
Your sampling shows that reading takes 24 seconds. Writing should therefore require about two minutes. The reading and writing times can be improved using an SSD for example.
When I convert files (using programs I write in C) I assume that a conversion should take no more time than it takes to read the data itself, a lot less is usually possible. Overlapped reads and writes can also reduce the I/O time. I write my own custom formatting routines since printf is usually far too slow.
How much is 24 seconds? On a modern CPU at least 40 billion instructions. That means that in that time you can process every single byte of data with at least 19 instructions. Easily doable for a C program but not for an interpreted language (Python, Java, C#, VB).
Your 525 second processing (549-24) remainder indicates that Python is spending at least 875 billion instructions processing or 415 instructions per byte of data read. That comes out to 22 to 1: a not uncommon ratio between interpreted and compiled languages. A well-constructed C program should be down around ten instructions per byte or less.
",272
7828891,7831219,2,"Given that formatString is the slowest operation, try this:
",11
7828891,7829202,2,"To more precisely attack the problem, I suggest measuring the file read operation by making 'convertXYZ' a no-op function and timing the result.  And measuring the convert function, by changing the 'read' to always return a simple point, but calling the conversion and output the same number of times as if you were really reading the file.  (And probably another run where the final post-conversion output is a no-op.)  Depending on where the time is going, it may make a lot more sense to attack one or the other.
You might be able to get the local OS to do some interleaving for you by writing the output to the Python's stdout, and having the shell do the actual file IO.  And similarly by streaming the file into stdin (e.g., cat oldformat | python conversion.py > outputfile)
What sort of storage are the input and output files on?  The storage characteristics may have a lot more to do with the performance than the Python code.
Update: Given the output is the slowest, and your storage is pretty slow and shared between both reads and writes, try adding some buffering.  From the python doc you should be able to add some buffering by adding a third argument to the os.open call.  Try something pretty large like 128*1024?
",242
7828891,7828891,1,"Right now, I'm trying to convert a large quantity of binary files of points in latitude longitude altitude format to text based ECEF cartesian format (x, y, z). The problem right now is that the process is very very very slow. 
I have over 100 gigabytes of this stuff to run through, and more data could be coming in. I would like to make this bit of code as fast as possible.
Right now my code looks something like this: 
convertXYZ() is basically the conversion formula here:
http://en.wikipedia.org/wiki/Geodetic_system
I was wondering if it would be faster to read things in chunks of ~4MB with one thread, put them in a bounded buffer, have a different thread for conversion to string format, and have a final thread write the string back into a file on a different harddisk. I might be jumping the gun though...
I'm using python right now for testing, but I wouldn't be opposed to switching if I can work through these files faster.
Any suggestions would be great. Thanks
EDIT:
I have profiled the code with cProfile again and this time split the string format and the io. It seems I'm actually being killed by the string format... Here's the profiler report
Is there a faster way to format strings?
",246
7829007,7829376,2,"One way to fix it is to modify the helper function to:
",13
7829007,7829185,2,"Update: The link I gave you below was to Python 3.0, my apologies I forgot your tag.
The 2.7 docs do not mention blank lines in values, so I suspect they are not supported at all.
See also this SO question (which looks like Python 3): How to read multiline .properties file in python
From the documentation:
Values can also span multiple lines, as long as they are indented
  deeper than the first line of the value. Depending on the parserâ€™s
  mode, blank lines may be treated as parts of multiline values or
  ignored.
I don't know what 'parser mode' this is referring to, but not sure if what you want is doable.
On the other hand, the docs also mention the empty_lines_in_values option, which seems to indicate that blank lines are supported.
Seems somewhat contradictory to me.
",159
7829007,7829007,1,"The following is the file parsed by ConfigParser:
As described by the official Python wiki for ConfigParser examples, here is the helper function:
The resulting value is:
The expected value was:
How do I fix this?
",42
7829188,7829294,2,"The if thing in somelist is the preferred and fastest way.
Under-the-hood that use of the in-operator translates to somelist.__contains__(thing) whose implementation is equivalent to:  any((x is thing or x == thing) for x in somelist).
Note the condition tests identity and then equality.
",56
7829188,7829222,2,"the ""if x in thing:"" format is strongly preferred, not just because it takes less code, but it also works on other data types and is (to me) easier to read.
I'm not sure how it's implemented, but I'd expect it to be quite a lot more efficient on datatypes that are stored in a more searchable form. eg. sets or dictionary keys. 
",78
7829188,7829220,2,"In your simple example it is of course better to use in.
However... in the question you link to, in doesn't work (at least not directly) because the OP does not want to find an object that is equal to something, but an object whose attribute n is equal to something.
One answer does mention using in on a list comprehension, though I'm not sure why a generator expression wasn't used instead:
But this is hardly much of an improvement over the other approaches, such as this one using any:
",104
7829188,7829336,2,"
The above is a terrible way to test whether an item exists in a collection. It returns True from the function, so if you need the test as part of some code you'd need to move this into a separate utility function, or add thingWasFound = False before the loop and set it to True in the if statement (and then break), either of which is several lines of boilerplate for what could be a simple expression.
Plus, if you just use thingIAmLookingFor in list, this might execute more efficiently by doing fewer Python level operations (it'll need to do the same operations, but maybe in C, as list is a builtin type). But even more importantly, if list is actually bound to some other collection like a set or a dictionary thingIAmLookingFor in list will use the hash lookup mechanism such types support and be much more efficient, while using a for loop will force Python to go through every item in turn.
Obligatory post-script: list is a terrible name for a variable that contains a list as it shadows the list builtin, which can confuse you or anyone who reads your code. You're much better off naming it something that tells you something about what it means.
",233
7829188,7829188,1,"I'm fairly new to python and have found that I need to query a list about whether it contains a certain item.
The majority of the postings I have seen on various websites (including this similar stackoverflow question) have all suggested something along the lines of
However, I have also found from one lone forum that 
works.  
I am wondering if the if thing in list method is shorthand for the for i in list method, or if it is implemented differently.
I would also like to which, if either, is more preferred.
",104
7829200,7829200,1,"I am just installing TurboGears2 on Windows 7 running a virtual environment (python 2.7). I am not seeing the paster quickstart option when I run 
Instead, here's that output:
So, it's no surprise that when I run :
I get: 
My questions: Why is it missing, and how do I get it?
",64
7829200,7829286,2,"You get into this situation when you've installed the package required to run a TurboGears app (TurboGears2), but not the one required to develop a TurboGears app (tg.devtools).
Running the following command while in your virtualenv should install the correct package:
",49
7829212,7829212,1,"The example in Simple wrapping of C code with cython describes nicely how to evaluate a function written in C on an array passed from numpy and return the result in a numpy array.
How would one go about doing the same thing but returning a 2D array? I.e. I'd like to evaluate a C function on a grid defined by two numpy arrays, and return the result as a numpy 2D array.
It would be something like this (using same functions as in the link above). Obviously one can't use double z[] now, but I'm not sure how to pass a 2D numpy array to C.
This is the original .pyx file (see below).
Many thanks.
",135
7829212,7829463,2,"You can use a normal array for a 2D Matrix. You need only give the length of the dimension to the function.
In the C file do something as that: 
(z is now an array of length N*N)
In Python you need to do the same, so you can use a 1D Array with N*N elements instead of an 2D Matrix.
Update 3D case
(z is now an array of length N*N*N)
",81
7829279,7829279,1,"I have a bit of a problem with using the Python YouTube API to get the title of the videos in the playlist. I have the enviroment configured correctly, also when I copied the example from the API documentation it works for the added playlist id, but when I try to use one from an other playlist I get an error.
Here is some code I wrote: (In this example I try to get the titles of the videos from here)
Here is the error I get: 
I'm quite frustrated with this and would appreciate some help. Thank you!
",110
7829279,7829295,2,"Remove PL in your request URI:
I'm not sure why YouTube needs it to be in that format, but it needs to be.
You can also just do a .replace('playlists/PL', 'playlists/') on your string.
",45
7829311,7829311,1,"The goal is just to retrieve a specific file without downloading the entire contents, using the HTTP range method as described:
http://www.codeproject.com/KB/cs/remotezip.aspx
",26
7829311,7852229,2,"You can solve this a bit more generally with less code.  Essentially, create enough of a file-like object for ZipFile to use.  So you wind up with z = ZipFile(HttpFile(url)) and it dynamically downloads just the portion needed.  The advantage with this is you write less code, and it applies to more than just zip files.  (In fact, I wonder if there is something like this already... I'm not finding it though.)
Using the same idea, you could also create a caching wrapper for HttpFile to avoid repeated downloads.
And here's the code: (note the lack of error-handling)
",122
7829311,7843535,2,"Since there was no such library I have written a small module myself, most code and logic is is from zipfile with the seek/reads translated to HTTP range requests.
Feel free to review and suggest improvements:
The code:
",42
7833533,7833533,1,"Example table:
I would like somehow to temper it with Gnumeric and produce matching cells across columns:
Real example if with string values instead numbers but it is easier to explain with numbers I think
If this is not trivial and someone has idea how this can be done with Python lists instead table columns in Gnumeric please post a Python solution.
",65
7833533,7833642,2,"It's quite easy to do in Python:
Seems the most direct if you're not worried about the speed.
I also just noticed my answer to Joining multiple iteratorars by a key sort of applies:
You can adapt that if you need performance to scale linearly.
",51
7833668,7835936,2,"If you do not want to change Primay key values or do not to add new objects to the table, which could be duplicate of the old info - then you need some kind of data which you can use as lookup parameters in your database. 
If you have model which represents this data, then its really easy using 
But why include django in this anyway? If you have CSV table, then updating this info is really a case of writing queries. and programs like Excel and openoffice make this very easy. 
If you already have data in CSV format, then just open the data as spreadsheet and use excels/openoffice's Concactenate function to create update queries
If you used openoffice for this, then openoffice has this nifty Text to columns function (under data in program menu), which turns concactenated values into string. Then you can copypaste those strings into command prompt or phppgadmin and run.. and voila, you get updated data in your database.
Edit (In response to you comment.):
Look into this: https://docs.djangoproject.com/en/dev/ref/models/querysets/#get-or-create
If you want to use django for this, then use get_or_create. But you need to remember here, that if any of the parameters you use in get_or_create method have changed, then new object will be created. Thats why i said in the beginning of the post, that you need some kind of data, which will not change.
for example (taken from the link above)
will create new obj(Person) when used first time. But if used 2nd time and the date has changed, then new Person with same name and last name but new date will be created.
So to avoid this, you'll still need to do something like
if you want to have more control over the data, that could have been changed.
Alan.
",344
7833668,7833668,1,"I have a table which already contains some data in it. Now i want to upload new data from a csv file and want to update some of the previous values of that table. I am using django 1.3 and sqlite3 as database. But i am not able to update the table.
",56
7833715,7833827,2,"If the program works and the speed is acceptable, I wouldn't change it.
Otherwise, you could try unutbu's answer.
Generally, I would leave away the 
stuff as I don't see any purpose in not using the strings directly.
And better test for "".png"" instead of ""png"".
An even better solution would be to define 
somewhere centally and use that in
.
",75
7833715,7833781,2,"Since you are recursing through subdirectories, use os.walk:
",10
7833715,7833715,1,"I'm fairly new to Python, but I have gotten this code to work, and in fact, do what it's intended to do.
However, I'm wondering if there is a more efficient way to code this, perhaps to enhance the processing speed.
Right now, there are about 8000 files, and it takes quite some time to process every file and check if it indeed ends in png or jpg.  
",81
7833807,35569519,2,"we can use ffmpeg to get the duration of any video or audio files.
To install ffmpeg follow this link
",21
7833807,7842081,2,"
",0
7833807,7833963,2,"The duration is equal to the number of frames divided by the framerate (frames per second):
Regarding @edwards' comment, here is some code to produce a 2-channel wave file:
If you play the resultant file in an audio player, you'll find that is 40 seconds in duration. If you run the code above it also computes the duration to be 40 seconds. So I believe the number of frames is not influenced by the number of channels and the formula above is correct. 
",95
7833807,41617943,2,"A very simple method is to use pysoundfile, https://github.com/bastibe/PySoundFile
Here's some example code of how to do this:
The output for that particular file is:
This aligns with soxi:
",36
7833807,7833807,1,"I'm looking for a way to find out the duration of a audio file (.wav) in python. So far i had a look at python wave library, mutagen, pymedia, pymad i was not able to get the duration of the wav file. Pymad gave me the duration but its not consistent. 
Thanks in advance. 
",64
7833831,7833831,1,"I have a VB6 application running on a number of old 486 Windows 95 machines and sometimes the application is upgraded. The only way to accomplish this today is to use Hyperterminal and send the file over a null modem cable. Replacing the machines is not an option at this point.
I want to write an application that can take care of transferring the updating app over null modem without rewriting the VB6 app. This means I'm free to use anything I see fit. What alternatives are there?
These are the ones I can think of but I'd like to know if I'm wrong and any pros/cons. Also, I'd prefer to avoid C/C++ if at all possible.
Python with py2exe
Another VB6 app
C/C++
Edit: Some clarifications after reading the comments:
I want to make the process as easy as possible, today we have to remove and dismantle the computer, connect a keyboard and then fire up Hyperterminal to get going. That's why I want something more automatic. I'm open to suggestion of existing solutions but given the specific needs I didn't think there were any.
There is no ethernet on some of the computers either so the solution needs to be able to run RS232.
And again: Replacing the machines is not an option at this point. Just trust me on this.
",250
7833831,7835341,2,"If you must use a null modem, how about the built in serial line networking support?
Then you can just use normal network methods (psexec, file share, etc) methods to do the update.
",40
7833831,7835687,2,"We've got a few testing laboratories in a similar situation-the labs make money for the company so no touching the ancient computers that run the tests under pain of death.  :-)
Anyway, pySerial seems like it'd work for this application, maybe take a look at their wxPython examples for some ideas on a GUI.
",62
7833831,7835783,2,"I guess the answer is pretty simple if you are happy using VB6 and the other app is already VB6, then use it. 
That will do whatever serial comms you require quite adequately. Remember though you may want to update the application you write to do the updating in which case you are back to using hyperterminal!
",61
7833831,7849945,2,"Network Method
I would first get network cards installed in everything.  If you want something that you can just plugin and go, look for any card compatible with NE2000.  That card will work out of the box on Windows 3.11 and 95, no problem.  In particular, you can find the 3Com EtherLink II or the 3C509B for very cheap online.  It's an excellent card.  (The Google Shopping results list several for under $20.)
From there, just enable the Windows File/Print Sharing service over TCP/IP, and you're good to go!  After you've done this, you can remotely manage and upgrade these machines, saving you a lot of headache later on.
Serial-Port Method
Deanna's suggestion of using the serial port as a network device and transferring files normally will work as well.  However, there is a bit of setup involved, and it can be a hassle if you've never done it.  There are several other software options.  I recommend LapLink.  It's fairly painless.
You could even go all-out and pickup a multi-port serial interface for fairly cheap these days, and manage these computers centrally.  RS232 is very robust and can go a long distance over the proper cabling.
Networking over Ethernet is the way to go though.  If at all possible, choose that option.
",249
7833919,7833919,1,"I am looking for a regexp that returns only three matched groups for the string ""A   :B C:D""
where A,B,C,D are words examples (\w+)
The following Python code prints unwanted (None,None).
I just want ('A',None) (None,'B') and ('C','D') using one regexp (No added python code for filtering).
",84
7833919,7834115,2,"This might do the trick:
(\w*)(?::(\w*))? describes the structure you want, but it has a problem that it also matches empty string; thus we have to assure that there is at least one non-space character at the start (which will get matched by the greedy operators), and the lookahead at the start does it.
Edit: wrong paste :)
",78
7833919,7834326,2,"
yields
",1
7834907,7835084,2,"The following snippet should do what you want:
The regular expression there begins with (?s), which turns on the DOTALL option, meaning that . matches newlines as well as any other character.  The two instances of .*? are non-greedy matches of any charcter - i.e. they will find the shortest stretch of zero or more characters until the rest of the expression can be matched.
",75
7834907,7834907,1,"I'm using etree module. I'm trying to extract the information around <text ...> tag. Here is my XML file. I want if <text ..."">{{Infobox film start with Infobox film then copy all the text between {{ }}. Is it possible? thanks
Update: XML file updated
",63
7834990,7834990,1,"Currently i filter by some option in django's admin interface. For instance lets say i filter by 'By status'. Is it possible to select multiple statuses to filter results from? Here is the screenshot of the filter:
Can i select multiple items from this list? 
",52
7834990,7835497,2,"Not in the admin UI, but if you modify the URL, you can make the filtering criterion more complex.
For instance, now the URL (after you click on a filter) probably ends with something like
You can change this to
in order to see both statuses a and m. The %2C encodes a comma.
",62
7834990,34410509,2,"You can also add the following query to the URL of your list page.
in my case if i have multiple option.
",24
7834990,29198828,2,"You can also add the following query to the URL of your list display page
for numeric fields. That way you can have a ranged selection. 
Basically you can use any query you would also use in your code. 
",42
7835030,7835030,1,"I'm currently writing a basic dispatch model server based on the Python Eventlet library (http://eventlet.net/doc/). Having looked at the WSGI docs on Eventlet (http://eventlet.net/doc/modules/wsgi.html), I can see that the eventlet.wsgi.server function logs the x-forwarded-for header in addition to the client IP address. 
However, the way to obtain this is to attach a file-like object (the default which is sys.stderr) and then have the server pipe that to that object.
I would like to be able to obtain the client IP from within the application itself (i.e. the function that has start_response and environ as parameters). Indeed, an environ key would be perfect for this. Is there a way to obtain the IP address simply (i.e. through the environ dictionary or similar), without having to resort to redirecting the log object somehow?
",158
7835030,7839576,2,"What you want is in the wsgi environ, specifically environ['REMOTE_ADDR']. 
However, if there is a proxy involved, then REMOTE_ADDR will be the address of the proxy, and the client address will be included (most likely) in HTTP_X_FORWARDED_FOR. 
Here's a function that should do what you want, for most cases (all credit to SÃ¦var):
You can easily see what is included in the wsgi environ by writing a simple wsgi app and pointing a browser at it, for example:
And combining the two ...
",102
7838241,7838241,1,"I'm building a PyGTK application with several widgets that when changed, need to notify other widgets about the change. I would like to avoid code like this:
And do something like this instead:
The status bar, current color pane and current tool would subscribe to that notification event and act accordingly. From what I can tell, the GObject signaling mechanism only allows me to register a callback on a particular widget, so each object that wants to receive a notification has to be aware of that widget.
Does GTK provide such a system or should I build it myself? Developers of Shotwell, a photo organization application for GNOME, had to build their own signaling mechanism, if I understand their design doc correctly. Searching here on SO didn't turn out any definitive answers.
Edit:
Clarification why I think GObject signaling is not what I need (or just a part of what I need). With GObject, I need to explicitly connect an object to another object, like so:
So in my application, I would have to do this:
In other words, I have to pass the application object or some other object that knows about the color_pallete to other objects in my application so that they connect to color_pallette signals. This is the kind of coupling that I want to avoid.
",248
7838241,7840285,2,"For one, you could create a custom subclass of GObject, which provides some custom signals. The following example is a slightly adapted version of the one given in the linked article:
Another approach would be to take advantage of one of the many event/signalling packages already on PyPI, for example:
Zope Event
Louie
PyDispatcher
Darts Events
Trellis
",63
7838241,7840578,2,"GObjects don't have to be widgets. For example, your application class can be a GObject which defines signals that other widgets connect to.
Also, I don't think you understood the Shotwell design document correctly. It looks to me like their signalling system is 100% GObject signalling system, just with particular guarantees about the order in which signals are handled. As they say in their design document, such things are possible in plain GObject, but Vala makes it easier to code it their way.
",96
7838290,7838290,1,"I have data in XML format. Example is shown as follow. I want to extract data from <text> tag. 
Here is my XML data.
I need only The 40-Year-Old Virgin is a 2005 American buddy comedy film about a middle-aged man's journey to finally have sex. Is it possible? thanks
",59
7838290,7838352,2,"Whenever you find yourself looking at XML data and thinking about regular expressions, you should stop and ask yourself why you aren't considering a real XML parser. The structure of XML makes it perfectly suited for a proper parser, and maddeningly frustrating for regular expressions.
If you must use regular expressions, the following should do. Until your document changes!
Spoiler: regular expressions might be appropriate if this is just a one-off problem that needs a quick and dirty solution. Or they  might be appropriate if you know the input data will be fairly static and can't tolerate the overhead of a parser.
",114
7838290,7838395,2,"Use an XML parser to parse XML. Using lxml:
yields
",12
7838290,7838328,2,"Don't use regular expression to parse XML/HTML. Use a proper parser like BeautifulSoup or lxml in python.
",20
7838290,7838436,2,"Here is an example using xml.etree.ElementTree:
And there you go!
",12
7838290,7838410,2,"Here is how you could do this using ElementTree:
",10
7838356,7841601,2,"Read this document:
http://docs.celeryproject.org/en/latest/internals/app-overview.html
The App is an instance of the Celery library, you can subclass app to override almost any part and corner of how Celery behaves.
",33
7838356,7838356,1,"Can somebody please explain me what is celery Application object, noted here and what purposes it should be used for?
",22
7838401,7841692,2,"Thanks Prusse,It works now - I have increased time limit from 1 to 200 on function queue(s) 
",22
7838401,7838401,1,"I'm using a python tool called ""Ajaxterm""(http://wiki.kartbuilding.net/index.php/Ajaxterm). After setting it up. The problem  , I face is,when type few chars - they appear as jumbled character.For example,When i type ""abcde"" it may come as ""cdbea"" - but no character missing.   From my understanding - I tried to debug the python code,it seems like ajaxterm internal server (qweb - QWebRequest Request Handler) processes the request it.There seems to be nothing wrong with it.
The problem is (I assume) - From .js file (javascript) to ajaxterm.py , for every character i type a connect() is initiated and thus  characters typed later may be arriving sooner than the previously typed character. 
How should I make sure,character appear in the order it was typed. 
(The problem is does (mostly) happen only when network is slow)
Thanks for any help.
",174
7838564,7838636,2,"You can use the getpass module. This doesn't exactly answer the question because the getpass function doesn't output anything to the console except for the prompt. The reason for this is that it's an extra layer of security. If someone is watching over your shoulder, they won't be able to figure out how long your password is.
Here's an example of how to use it:
This example will display ""Enter your password: "" and then you can type in your password.
",95
7838564,7838660,2,"The getpass module is written in Python. You could easily modify it to do this. In fact, here is a modified version of getpass.win_getpass() that you could just paste into your code:
You might want to reconsider this, however. The Linux way is better; even just knowing the number of characters in a password is a significant hint to someone who wants to crack it.
",75
7838564,16670956,2,"kindall's answer is close, but it has issues with backspace not erasing the asterisks, as well as backspace being able to go back beyond the input prompt.
Try:
Note mscvrt.putwch does not work with python 2.x, you need to use mscvrt.putch instead.
",49
7838564,7838564,1,"I'm writing a console program with Python under Windows.
The user need to login to use the program, when he input his password, I'd like they to be echoed as ""*"", while I can get what the user input.
I found in the standard library a module called getpass, but it will not echo anything when you input(linux like).
Thanks.
",75
7838606,7838606,1,"Edit 3: I replaced __file__ with sys.argv[0], when I need to know the location of my script/executable. This is not exactly the same, but in my case it seems to run fine (at least on executable version...). Now everything is working fine, in one-file mode, with use of accepted answer's function to access resource files!
Edit 2: as shown in accepted answer's comments, problem is coming from path resolution in my script; I try to use __file__ to get the location of the script, so that I can access to its resource files. This does not work once packaged, as __file__ will return filename from Python.dll to the script, so quite always no path and just a file name. So I have to find another trick to make access to resource files; a work-around for the moment is to move current directory to the executable path.
By the way, this means that the ConfigParser should report problem when accessing the file, and not that a section is missing.
I'll update this question with the way I resolved this path resolution question.
I've got problems with pyinstaller, and as it's the first time I'm using it, it's sure that I've done something wrong.
So, here's the problem: pyisntaller runs smoothly on a script I wrote, and generates some stuff in dist folder. Ok, so now I want to execute it to see if all went well, and here's what I get:
My first idea was that the logging.conf file was missing, so I added it (and some other resource files) in the p_tool.spec file, but this is not better.
Python version: 2.6.6, under WinXP. I'm using pyinstaller as I will need it to package files for a Solaris workstation.
So, anyone did have this problem? The only topic related is the following question: PyInstaller Problem, really close to my problem, but hopelessly it got no answer.
Edit3: details about logging removed, as not really related to the problem.
",394
7838606,7878083,2,"The error message ConfigParser.NoSectionError: No section: 'formatters' suggests that it's not a missing file but a file with a missing section that you should be looking for.
",32
7838606,7878766,2,"I had a similar problem but couldn't find a elegant fix so far. The 'hack' I use that got me trough, say my project is located in '~/project/project_root', first in the .spec file:
Here a is the Analysis object, basically I remove all of my projects files from the PYZ so no import is passed there and the logger's relative paths won't be computed from there. After this, create a Tree object from the project.
Then add this Tree to the list of TOC that is passed to COLLECT, so :
You should have your project folder added to the dist folder. The problem is that you'll end up distributing the pyc's of your project too, but couldn't find a better way so far. Very interested in the valid solution. 
",151
7838606,7887341,2,"Firstly, it might be wise to do a print config_file / os.path.exists(config_file) before reading it, so you can be sure where the file is and if python can find it. 
As to actually accessing it, os.path.split(__file__) looks almost correct, but I'm not sure it works properly under pyinstaller - the proper way of packing files is to add them to the .spec file, pyinstaller will then load them at compile time and unpack them to $_MEIPASS2/ at run time. To get the _MEIPASS2 dir in packed-mode and use the local directory in unpacked (development) mode, I use this:
",117
7838629,7838629,1,"My possibilities are limited, as I do have a nice host but can just use the normal server plan. Which means, only a normal server on port 80.
I have tried to read up some on WebSockets and/or Comet, and they mostly seem to require a second server running on another port.
Is there a way to get a stable Comet-like behaviour that scales nicely. My solution up to now is a script that sends a GET request every 5 seconds, which is not a good way to make a web chat. And I am afraid it might kill my server when a few dozen people are online.
So how can I get a reliable comet-like behaviour?
",128
7838629,7839447,2,"I've had some success using socket.io for asynchronous web stuff (comet). For Django in particular, I don't have any personal experience, but I found a nice article about combining Gevent, Socket.io, and Django. Some other resources on Socket.io and Gevent can be found on my in a couple of my blog articles as well as a slideshare presentation.
",69
7838667,7838667,1,"I created a simple bookmarking app using django which uses sqlite3 as the database backend.
Can I upload it to appengine and use it? What is ""Django-nonrel""?
",32
7838667,7838935,2,"Unfortunately, no you can't. Google App Engine does not allow you to write files, and that is needed by SQLite.
Until recently, it had no support of SQL at all, preferring a home-grown solution (see the ""CAP theorem"" as for why). This motivated the creation of projects like ""Django-nonrel"" which is a version of Django that does not require a relational database.
Recently, they opened a beta service that proposes a MySQL database. But beware that it is fundamentally less reliable, and that it is probably going to be expensive.
EDIT: As Nick Johnson observed, this new service (Google Cloud SQL) is fundamentally less scalable, but not fundamentally less reliable.
",135
7838758,7838875,2,"In Fedora python is already installed. Just run in the command line:
",14
7838758,7838758,1,"How do I run a simple python program in fedora? 
I am very much new to fedora and i don't know how exactly to start in fedora. Do we need to install any software in fedora to make python programs work? Please tell me step by step how to do it. I am familiar with IDLE but not in fedora.
",66
7838758,7838878,2,"Put 
at the top of your file. Then on the command line do 
(I use $ to indicate a shell prompt, don't type that.) 
You can run the file with
You can also just do
and don't need the #!/usr.... or $ chmod ... stuff, but the first approach is the natural way to do things in unix.
",71
